class,cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size
p,x,s,p,f,c,f,c,n
e,f,f,e,t,n,f,c,b
e,f,f,e,t,n,f,c,b
e,f,y,e,t,n,f,c,b
e,f,y,n,t,n,f,c,b
p,x,f,g,f,f,f,c,b
p,f,f,y,f,f,f,c,b
p,x,s,g,f,c,f,w,n
e,f,f,e,t,n,f,c,b
e,f,f,e,t,n,f,c,b
e,f,y,e,t,n,f,c,b
e,f,y,n,t,n,f,c,b
p,x,f,g,f,f,f,c,b
p,x,f,g,f,c,f,c,n
e,f,f,g,t,n,f,c,b
e,f,y,e,t,n,f,c,b
e,f,y,e,t,n,f,c,b
e,f,f,g,t,n,f,c,b
e,f,y,n,t,n,f,c,b
e,f,y,n,t,n,f,c,b
e,f,f,e,t,n,f,c,b
p,x,s,g,f,c,f,c,n
p,x,f,w,f,c,f,c,n
e,f,f,g,t,n,f,c,b
e,f,y,g,t,n,f,c,b
p,x,f,g,f,f,f,c,b
e,x,y,e,t,n,f,c,b
p,x,s,w,f,c,f,w,n
e,f,y,g,t,n,f,c,b
e,f,y,g,t,n,f,c,b
e,f,y,g,t,n,f,c,b
e,f,f,e,t,n,f,c,b
e,f,y,n,t,n,f,c,b
e,f,y,g,t,n,f,c,b
e,f,y,n,t,n,f,c,b
e,f,y,g,t,n,f,c,b
e,f,y,g,t,n,f,c,b
e,x,f,n,t,n,f,c,b
e,f,y,e,t,n,f,c,b
e,f,f,e,t,n,f,c,b
e,f,y,e,t,n,f,c,b
p,x,f,y,f,f,f,c,b
e,f,y,g,t,n,f,c,b
e,f,y,n,t,n,f,c,b
p,x,f,g,f,f,f,c,b
e,f,y,g,t,n,f,c,b
e,f,y,g,t,n,f,c,b
e,f,y,g,t,n,f,c,b
e,f,y,e,t,n,f,c,b
e,f,y,g,t,n,f,c,b
p,x,s,w,f,c,f,c,n
p,x,f,w,f,c,f,w,n
e,f,f,n,t,n,f,c,b
e,f,f,e,t,n,f,c,b
e,f,y,e,t,n,f,c,b
p,x,f,g,f,f,f,c,b
e,f,f,g,t,n,f,c,b
e,f,f,g,t,n,f,c,b
e,f,f,g,t,n,f,c,b
p,x,s,w,f,c,f,w,n
e,x,y,e,t,n,f,c,b
e,f,y,e,t,n,f,c,b
p,x,f,g,f,f,f,c,b
e,f,f,e,t,n,f,c,b
p,x,f,g,f,f,f,c,b
p,x,f,p,f,c,f,w,n
e,f,y,g,t,n,f,c,b
p,x,f,g,f,f,f,c,b
p,x,f,w,f,c,f,c,n
p,x,f,g,f,f,f,c,b
e,f,y,e,t,n,f,c,b
p,x,y,g,f,f,f,c,b
p,x,s,g,f,c,f,w,n
e,f,y,g,t,n,f,c,b
e,f,y,n,t,n,f,c,b
e,f,f,e,t,n,f,c,b
p,x,f,g,f,f,f,c,b
p,x,f,p,f,c,f,w,n
e,x,y,n,t,n,f,c,b
e,f,f,e,t,n,f,c,b
e,f,y,n,t,n,f,c,b
e,f,y,g,t,n,f,c,b
p,x,y,g,f,f,f,c,b
e,f,y,n,t,n,f,c,b
p,x,f,p,f,c,f,c,n
p,x,f,w,f,c,f,c,n
e,f,f,e,t,n,f,c,b
e,f,y,n,t,n,f,c,b
e,f,y,e,t,n,f,c,b
e,f,y,g,t,n,f,c,b
p,x,f,g,f,f,f,c,b
p,x,f,g,f,f,f,c,b
e,f,f,e,t,n,f,c,b
p,x,y,y,f,f,f,c,b
p,x,s,p,f,c,f,c,n
e,f,f,e,t,n,f,c,b
p,f,f,y,f,f,f,c,b
e,f,y,e,t,n,f,c,b
e,f,y,e,t,n,f,c,b
e,x,f,n,t,n,f,c,b
e,f,f,e,t,n,f,c,b
e,f,f,g,t,n,f,c,b
p,x,f,g,f,f,f,c,b
e,f,y,e,t,n,f,c,b
p,f,f,g,f,f,f,c,b
e,f,y,e,t,n,f,c,b
e,f,f,e,t,n,f,c,b
e,f,f,g,t,n,f,c,b
p,x,f,g,f,f,f,c,b
e,f,y,g,t,n,f,c,b
e,f,y,g,t,n,f,c,b
p,x,f,g,f,f,f,c,b
p,x,f,w,f,c,f,c,n
e,f,f,e,t,n,f,c,b
p,x,f,y,f,f,f,c,b
e,f,y,e,t,n,f,c,b
e,f,y,g,t,n,f,c,b
e,f,f,e,t,n,f,c,b
e,f,f,g,t,n,f,c,b
e,f,y,g,t,n,f,c,b
e,f,f,e,t,n,f,c,b
p,x,s,g,f,c,f,w,n
e,f,y,g,t,n,f,c,b
e,f,y,n,t,n,f,c,b
e,f,y,g,t,n,f,c,b
e,f,y,g,t,n,f,c,b
e,f,y,n,t,n,f,c,b
e,x,f,g,t,n,f,c,b
e,f,f,g,t,n,f,c,b
p,x,f,g,f,f,f,c,b
p,x,s,w,f,c,f,w,n
e,f,f,g,t,n,f,c,b
e,f,f,g,t,n,f,c,b
e,f,y,g,t,n,f,c,b
p,x,f,g,f,f,f,c,b
p,x,s,w,f,c,f,w,n
p,x,f,g,f,f,f,c,b
e,x,y,g,t,n,f,c,b
p,x,f,g,f,f,f,c,b
e,f,y,e,t,n,f,c,b
e,f,y,g,t,n,f,c,b
e,x,f,g,t,n,f,c,b
p,x,f,g,f,f,f,c,b
e,f,y,g,t,n,f,c,b
e,f,y,g,t,n,f,c,b
p,x,s,w,f,c,f,c,n
p,x,y,y,f,f,f,c,b
e,f,f,e,t,n,f,c,b
p,x,f,g,f,f,f,c,b
p,x,f,g,f,f,f,c,b
e,x,y,n,t,n,f,c,b
p,x,f,g,f,f,f,c,b
e,f,y,n,t,n,f,c,b
e,f,f,g,t,n,f,c,b
e,f,y,g,t,n,f,c,b
e,f,y,g,t,n,f,c,b
p,x,s,g,f,c,f,w,n
e,f,f,g,t,n,f,c,b
e,f,y,e,t,n,f,c,b
e,f,y,n,t,n,f,c,b
e,f,y,g,t,n,f,c,b
p,x,f,p,f,c,f,c,n
p,x,f,g,f,f,f,c,b
e,f,y,g,t,n,f,c,b
e,f,f,g,t,n,f,c,b
p,x,s,p,f,c,f,w,n
e,x,y,g,t,n,f,c,b
p,x,f,g,f,f,f,c,b
p,x,f,g,f,f,f,c,b
e,f,y,n,t,n,f,c,b
e,f,y,n,t,n,f,c,b
p,x,s,g,f,c,f,c,n
p,f,f,g,f,f,f,c,b
p,x,f,p,f,c,f,w,n
e,f,y,e,t,n,f,c,b
e,f,y,g,t,n,f,c,b
e,f,f,e,t,n,f,c,b
p,x,f,y,f,f,f,c,b
e,f,f,g,t,n,f,c,b
p,x,f,w,f,c,f,w,n
p,x,f,g,f,f,f,c,b
e,f,f,e,t,n,f,c,b
e,f,y,g,t,n,f,c,b
p,x,f,g,f,f,f,c,b
p,x,f,g,f,f,f,c,b
p,x,s,p,f,c,f,w,n
e,x,y,g,t,n,f,c,b
p,x,f,g,f,f,f,c,b
e,f,y,n,t,n,f,c,b
e,x,y,n,t,n,f,c,b
e,f,y,e,t,n,f,c,b
e,f,y,g,t,n,f,c,b
e,f,f,e,t,n,f,c,b
e,f,y,g,t,n,f,c,b
e,f,f,g,t,n,f,c,b
p,x,f,p,f,c,f,w,n
e,f,f,e,t,n,f,c,b
e,f,f,e,t,n,f,c,b
p,x,s,w,f,c,f,w,n
e,f,f,g,t,n,f,c,b
e,f,y,n,t,n,f,c,b
p,x,f,g,f,f,f,c,b
e,f,f,e,t,n,f,c,b
p,x,f,g,f,f,f,c,b
e,f,f,e,t,n,f,c,b
e,f,y,g,t,n,f,c,b
e,f,f,g,t,n,f,c,b
p,x,f,g,f,f,f,c,b
e,f,y,e,t,n,f,c,b
p,x,f,w,f,c,f,c,n
e,f,y,n,t,n,f,c,b
e,x,y,g,t,n,f,c,b
e,f,y,n,t,n,f,c,b
e,f,y,e,t,n,f,c,b
e,f,y,g,t,n,f,c,b
e,f,y,e,t,n,f,c,b
p,x,f,g,f,f,f,c,b
e,f,y,g,t,n,f,c,b
e,f,y,g,t,n,f,c,b
e,f,f,g,t,n,f,c,b
e,f,y,g,t,n,f,c,b
e,f,f,e,t,n,f,c,b
e,f,f,e,t,n,f,c,b
e,f,y,n,t,n,f,c,b
e,f,f,n,t,n,f,c,b
p,x,f,p,f,c,f,c,n
p,x,f,g,f,f,f,c,b
e,f,y,g,t,n,f,c,b
e,f,y,e,t,n,f,c,b
p,x,s,w,f,c,f,c,n
p,x,f,p,f,c,f,w,n
p,x,f,g,f,f,f,c,b
e,x,f,g,t,n,f,c,b
e,f,y,e,t,n,f,c,b
p,x,s,p,f,c,f,w,n
e,f,y,g,t,n,f,c,b
e,f,y,n,t,n,f,c,b
p,x,f,g,f,f,f,c,b
e,f,y,n,t,n,f,c,b
e,x,f,e,t,n,f,c,b
p,x,f,w,f,c,f,w,n
e,f,y,n,t,n,f,c,b
p,x,f,g,f,f,f,c,b
e,f,y,e,t,n,f,c,b
p,x,f,y,f,f,f,c,b
e,f,f,g,t,n,f,c,b
e,x,f,e,t,n,f,c,b
e,f,y,e,t,n,f,c,b
e,f,y,g,t,n,f,c,b
p,x,f,g,f,c,f,w,n
e,f,y,g,t,n,f,c,b
e,f,f,e,t,n,f,c,b
p,x,f,g,f,f,f,c,b
e,f,y,n,t,n,f,c,b
p,x,s,g,f,c,f,w,n
p,x,f,g,f,f,f,c,b
e,f,f,e,t,n,f,c,b
e,f,y,n,t,n,f,c,b
e,f,y,g,t,n,f,c,b
e,f,f,g,t,n,f,c,b
p,x,f,w,f,c,f,c,n
p,x,f,g,f,f,f,c,b
p,x,f,g,f,c,f,w,n
e,f,f,e,t,n,f,c,b
e,f,y,e,t,n,f,c,b
p,f,y,g,f,f,f,c,b
p,x,f,g,f,f,f,c,b
e,f,y,e,t,n,f,c,b
p,x,f,p,f,c,f,w,n
p,x,s,g,f,c,f,c,n
e,f,y,e,t,n,f,c,b
e,f,f,e,t,n,f,c,b
e,f,y,e,t,n,f,c,b
e,f,y,n,t,n,f,c,b
p,x,s,p,f,c,f,w,n
p,x,f,g,f,f,f,c,b
e,f,f,e,t,n,f,c,b
e,f,y,e,t,n,f,c,b
e,f,f,g,t,n,f,c,b
e,f,f,e,t,n,f,c,b
e,f,y,n,t,n,f,c,b
e,f,y,e,t,n,f,c,b
p,f,f,y,f,f,f,c,b
e,x,f,g,t,n,f,c,b
p,x,s,p,f,c,f,w,n
e,x,y,e,t,n,f,c,b
e,f,f,g,t,n,f,c,b
e,f,f,e,t,n,f,c,b
e,x,f,e,t,n,f,c,b
e,f,y,g,t,n,f,c,b
e,f,f,e,t,n,f,c,b
p,x,s,w,f,c,f,w,n
p,x,y,g,f,f,f,c,b
p,x,f,p,f,c,f,c,n
e,f,y,g,t,n,f,c,b
e,x,y,n,t,n,f,c,b
p,x,f,g,f,c,f,c,n
e,f,y,n,t,n,f,c,b
p,x,f,p,f,c,f,c,n
e,f,f,e,t,n,f,c,b
p,x,s,w,f,c,f,w,n
e,x,y,n,t,n,f,c,b
p,x,f,g,f,f,f,c,b
p,x,s,g,f,c,f,c,n
e,f,y,n,t,n,f,c,b
p,x,f,g,f,f,f,c,b
p,x,s,p,f,c,f,c,n
e,f,y,e,t,n,f,c,b
p,x,s,g,f,c,f,w,n
e,x,y,g,t,n,f,c,b
e,x,y,g,t,n,f,c,b
e,f,y,n,t,n,f,c,b
e,f,y,n,t,n,f,c,b
e,f,f,n,t,n,f,c,b
p,x,s,g,f,c,f,c,n
e,f,f,g,t,n,f,c,b
e,x,f,e,t,n,f,c,b
e,f,f,g,t,n,f,c,b
e,f,y,e,t,n,f,c,b
e,f,y,n,t,n,f,c,b
p,x,f,g,f,f,f,c,b
p,x,s,g,f,c,f,c,n
e,f,y,e,t,n,f,c,b
e,x,y,g,t,n,f,c,b
p,x,f,g,f,c,f,w,n
e,f,y,n,t,n,f,c,b
e,f,y,g,t,n,f,c,b
e,f,f,e,t,n,f,c,b
p,x,f,y,f,f,f,c,b
p,x,s,g,f,c,f,w,n
e,f,y,g,t,n,f,c,b
e,f,y,n,t,n,f,c,b
e,f,y,n,t,n,f,c,b
e,f,y,g,t,n,f,c,b
e,f,y,g,t,n,f,c,b
p,x,f,g,f,f,f,c,b
e,f,y,g,t,n,f,c,b
e,f,f,e,t,n,f,c,b
p,x,f,g,f,c,f,w,n
e,f,y,g,t,n,f,c,b
p,f,y,g,f,f,f,c,b
e,f,f,e,t,n,f,c,b
p,x,f,g,f,f,f,c,b
e,f,y,g,t,n,f,c,b
p,x,f,p,f,c,f,c,n
e,f,f,e,t,n,f,c,b
p,x,f,p,f,c,f,w,n
p,x,s,w,f,c,f,c,n
e,f,y,g,t,n,f,c,b
p,x,s,p,f,c,f,w,n
p,x,f,g,f,f,f,c,b
e,x,f,n,t,n,f,c,b
e,f,y,g,t,n,f,c,b
e,f,y,e,t,n,f,c,b
p,x,f,g,f,f,f,c,b
p,x,f,g,f,c,f,w,n
p,x,f,g,f,f,f,c,b
p,x,f,w,f,c,f,w,n
e,f,y,n,t,n,f,c,b
e,f,y,g,t,n,f,c,b
p,x,f,w,f,c,f,w,n
e,x,y,g,t,n,f,c,b
e,f,y,n,t,n,f,c,b
e,f,f,g,t,n,f,c,b
e,x,y,e,t,n,f,c,b
e,f,y,e,t,n,f,c,b
p,x,f,w,f,c,f,w,n
e,f,f,e,t,n,f,c,b
p,x,y,y,f,f,f,c,b
e,f,f,g,t,n,f,c,b
e,f,y,n,t,n,f,c,b
p,x,f,g,f,c,f,w,n
p,x,s,p,f,c,f,c,n
e,f,f,e,t,n,f,c,b
e,x,f,g,t,n,f,c,b
e,f,y,g,t,n,f,c,b
p,x,f,g,f,f,f,c,b
e,x,y,n,t,n,f,c,b
e,f,y,g,t,n,f,c,b
e,f,f,g,t,n,f,c,b
p,x,f,g,f,c,f,c,n
e,f,y,n,t,n,f,c,b
p,x,f,g,f,f,f,c,b
e,f,y,g,t,n,f,c,b
e,f,f,e,t,n,f,c,b
e,f,f,e,t,n,f,c,b
p,x,s,w,f,c,f,c,n
p,x,f,w,f,c,f,w,n
e,f,f,e,t,n,f,c,b
e,f,f,e,t,n,f,c,b
e,f,y,n,t,n,f,c,b
p,x,f,g,f,f,f,c,b
e,f,y,g,t,n,f,c,b
p,x,f,g,f,f,f,c,b
e,f,f,e,t,n,f,c,b
p,x,f,g,f,f,f,c,b
e,f,y,g,t,n,f,c,b
e,f,f,e,t,n,f,c,b
e,f,y,n,t,n,f,c,b
p,x,f,g,f,f,f,c,b
e,f,f,e,t,n,f,c,b
e,x,f,g,t,n,f,c,b
e,f,y,g,t,n,f,c,b
p,x,f,w,f,c,f,w,n
e,f,f,e,t,n,f,c,b
e,f,f,e,t,n,f,c,b
e,f,y,e,t,n,f,c,b
e,x,f,e,t,n,f,c,b
e,f,y,n,t,n,f,c,b
p,x,f,g,f,f,f,c,b
e,x,f,g,t,n,f,c,b
p,x,f,g,f,f,f,c,b
e,f,y,g,t,n,f,c,b
e,f,y,n,t,n,f,c,b
p,x,y,g,f,f,f,c,b
e,f,y,g,t,n,f,c,b
p,f,f,g,f,f,f,c,b
e,f,y,e,t,n,f,c,b
p,x,s,g,f,c,f,c,n
e,f,y,e,t,n,f,c,b
e,f,y,n,t,n,f,c,b
e,x,f,e,t,n,f,c,b
e,f,y,e,t,n,f,c,b
e,f,y,g,t,n,f,c,b
p,x,s,p,f,c,f,w,n
p,f,f,g,f,f,f,c,b
e,f,f,g,t,n,f,c,b
e,f,f,e,t,n,f,c,b
p,x,f,p,f,c,f,c,n
e,f,f,n,t,n,f,c,b
e,f,y,g,t,n,f,c,b
e,f,y,e,t,n,f,c,b
e,f,y,e,t,n,f,c,b
e,x,f,g,t,n,f,c,b
p,x,s,w,f,c,f,w,n
e,f,y,g,t,n,f,c,b
p,x,y,g,f,f,f,c,b
e,f,y,n,t,n,f,c,b
e,f,y,n,t,n,f,c,b
p,x,s,g,f,c,f,w,n
e,f,y,g,t,n,f,c,b
e,f,y,e,t,n,f,c,b
p,x,f,g,f,f,f,c,b
e,x,y,n,t,n,f,c,b
e,f,y,e,t,n,f,c,b
e,f,f,e,t,n,f,c,b
p,x,s,p,f,c,f,c,n
p,x,f,g,f,f,f,c,b
e,f,y,e,t,n,f,c,b
e,f,y,g,t,n,f,c,b
p,x,s,p,f,c,f,c,n
e,f,f,g,t,n,f,c,b
e,f,f,e,t,n,f,c,b
e,f,f,n,t,n,f,c,b
e,x,y,g,t,n,f,c,b
e,x,y,n,t,n,f,c,b
e,f,y,n,t,n,f,c,b
p,x,f,p,f,c,f,c,n
e,f,f,e,t,n,f,c,b
p,x,y,y,f,f,f,c,b
p,x,s,g,f,c,f,w,n
e,f,y,n,t,n,f,c,b
p,f,f,g,f,f,f,c,b
p,x,f,g,f,c,f,w,n
e,f,y,g,t,n,f,c,b
e,f,y,g,t,n,f,c,b
e,f,y,g,t,n,f,c,b
e,x,y,n,t,n,f,c,b
p,x,f,y,f,f,f,c,b
e,f,f,g,t,n,f,c,b
p,x,f,g,f,f,f,c,b
e,f,y,e,t,n,f,c,b
e,f,f,e,t,n,f,c,b
p,f,f,g,f,f,f,c,b
e,f,f,e,t,n,f,c,b
p,x,f,y,f,f,f,c,b
e,f,f,e,t,n,f,c,b
e,f,f,g,t,n,f,c,b
e,f,f,e,t,n,f,c,b
e,f,y,e,t,n,f,c,b
e,f,y,e,t,n,f,c,b
e,f,y,n,t,n,f,c,b
e,f,f,g,t,n,f,c,b
e,f,f,e,t,n,f,c,b
p,x,f,g,f,f,f,c,b
e,f,y,n,t,n,f,c,b
p,x,f,g,f,c,f,c,n
e,f,y,n,t,n,f,c,b
e,f,y,g,t,n,f,c,b
e,x,f,e,t,n,f,c,b
e,f,y,e,t,n,f,c,b
e,f,f,g,t,n,f,c,b
e,x,y,g,t,n,f,c,b
p,x,f,p,f,c,f,c,n
e,x,y,n,t,n,f,c,b
e,f,y,n,t,n,f,c,b
e,f,y,g,t,n,f,c,b
p,f,f,g,f,f,f,c,b
e,f,y,g,t,n,f,c,b
e,f,y,e,t,n,f,c,b
p,x,f,g,f,f,f,c,b
e,f,y,n,t,n,f,c,b
p,x,f,g,f,f,f,c,b
e,f,f,e,t,n,f,c,b
e,x,y,n,t,n,f,c,b
e,x,y,g,t,n,f,c,b
e,f,y,e,t,n,f,c,b
p,x,y,g,f,f,f,c,b
p,x,s,g,f,c,f,c,n
p,x,f,g,f,f,f,c,b
p,x,f,g,f,f,f,c,b
p,f,f,g,f,f,f,c,b
e,f,f,g,t,n,f,c,b
p,x,f,g,f,f,f,c,b
e,f,y,e,t,n,f,c,b
e,f,y,n,t,n,f,c,b
e,f,y,n,t,n,f,c,b
p,x,y,y,f,f,f,c,b
e,f,y,g,t,n,f,c,b
p,x,f,p,f,c,f,w,n
e,f,f,e,t,n,f,c,b
e,f,y,n,t,n,f,c,b
e,x,y,n,t,n,f,c,b
e,f,f,e,t,n,f,c,b
p,x,f,g,f,f,f,c,b
p,x,f,g,f,f,f,c,b
e,f,f,g,t,n,f,c,b
e,x,f,n,t,n,f,c,b
p,x,f,g,f,f,f,c,b
e,f,f,g,t,n,f,c,b
p,x,f,p,f,c,f,c,n
e,f,y,n,t,n,f,c,b
e,f,y,g,t,n,f,c,b
p,x,f,g,f,f,f,c,b
e,x,f,e,t,n,f,c,b
p,x,s,g,f,c,f,w,n
p,x,f,g,f,f,f,c,b
e,f,y,n,t,n,f,c,b
p,x,f,g,f,f,f,c,b
e,f,y,e,t,n,f,c,b
e,f,f,g,t,n,f,c,b
e,f,f,g,t,n,f,c,b
e,f,y,n,t,n,f,c,b
e,f,y,e,t,n,f,c,b
e,f,y,g,t,n,f,c,b
e,f,y,e,t,n,f,c,b
e,f,y,n,t,n,f,c,b
p,x,y,y,f,f,f,c,b
e,f,f,g,t,n,f,c,b
e,f,y,n,t,n,f,c,b
p,x,f,g,f,f,f,c,b
p,x,f,g,f,f,f,c,b
p,x,f,g,f,f,f,c,b
e,f,y,e,t,n,f,c,b
e,f,y,n,t,n,f,c,b
p,x,y,g,f,f,f,c,b
p,x,f,g,f,f,f,c,b
p,f,y,g,f,f,f,c,b
e,f,y,n,t,n,f,c,b
p,x,f,g,f,c,f,w,n
e,f,f,e,t,n,f,c,b
p,f,f,y,f,f,f,c,b
e,f,y,n,t,n,f,c,b
e,x,y,e,t,n,f,c,b
p,x,f,g,f,f,f,c,b
e,x,y,n,t,n,f,c,b
p,x,s,w,f,c,f,c,n
e,f,y,g,t,n,f,c,b
e,f,f,e,t,n,f,c,b
e,f,y,g,t,n,f,c,b
p,x,f,g,f,f,f,c,b
e,f,y,e,t,n,f,c,b
e,f,y,e,t,n,f,c,b
p,x,s,p,f,c,f,c,n
e,f,f,e,t,n,f,c,b
e,f,f,g,t,n,f,c,b
e,f,f,g,t,n,f,c,b
e,f,f,g,t,n,f,c,b
p,x,f,g,f,f,f,c,b
e,f,y,n,t,n,f,c,b
e,f,y,g,t,n,f,c,b
e,f,y,n,t,n,f,c,b
p,x,s,p,f,c,f,c,n
e,f,y,e,t,n,f,c,b
e,f,y,g,t,n,f,c,b
e,f,y,e,t,n,f,c,b
p,x,s,w,f,c,f,c,n
p,x,f,g,f,f,f,c,b
e,f,y,n,t,n,f,c,b
p,x,f,g,f,f,f,c,b
p,x,f,w,f,c,f,c,n
e,f,y,n,t,n,f,c,b
e,f,y,g,t,n,f,c,b
e,f,y,g,t,n,f,c,b
e,f,y,g,t,n,f,c,b
p,x,f,w,f,c,f,w,n
e,f,f,e,t,n,f,c,b
p,x,f,g,f,f,f,c,b
e,f,y,n,t,n,f,c,b
e,f,y,n,t,n,f,c,b
p,x,s,p,f,c,f,c,n
e,f,y,g,t,n,f,c,b
p,x,s,p,f,c,f,c,n
e,x,y,n,t,n,f,c,b
p,x,y,g,f,f,f,c,b
e,f,y,e,t,n,f,c,b
p,x,f,p,f,c,f,c,n
p,x,f,g,f,f,f,c,b
e,f,f,e,t,n,f,c,b
e,f,f,e,t,n,f,c,b
p,x,f,g,f,c,f,c,n
p,x,f,g,f,f,f,c,b
e,f,y,g,t,n,f,c,b
p,x,f,g,f,f,f,c,b
e,f,f,e,t,n,f,c,b
e,f,y,n,t,n,f,c,b
p,f,y,y,f,f,f,c,b
e,f,y,e,t,n,f,c,b
e,f,y,e,t,n,f,c,b
e,f,y,n,t,n,f,c,b
e,x,f,n,t,n,f,c,b
p,f,y,g,f,f,f,c,b
e,f,y,g,t,n,f,c,b
e,f,f,e,t,n,f,c,b
e,f,y,n,t,n,f,c,b
e,x,y,g,t,n,f,c,b
e,x,y,n,t,n,f,c,b
p,x,f,g,f,f,f,c,b
p,x,s,w,f,c,f,w,n
p,f,f,y,f,f,f,c,b
e,f,y,n,t,n,f,c,b
e,f,y,e,t,n,f,c,b
e,f,f,e,t,n,f,c,b
e,f,f,e,t,n,f,c,b
e,f,y,e,t,n,f,c,b
e,f,y,n,t,n,f,c,b
e,f,y,e,t,n,f,c,b
p,x,y,g,f,f,f,c,b
e,f,y,e,t,n,f,c,b
e,f,y,n,t,n,f,c,b
p,x,f,g,f,f,f,c,b
p,x,f,w,f,c,f,w,n
p,x,f,g,f,c,f,w,n
e,x,y,n,t,n,f,c,b
p,f,f,y,f,f,f,c,b
p,x,s,g,f,c,f,w,n
e,f,y,e,t,n,f,c,b
e,f,y,e,t,n,f,c,b
e,f,f,e,t,n,f,c,b
p,x,f,y,f,f,f,c,b
e,f,y,n,t,n,f,c,b
e,f,f,e,t,n,f,c,b
e,f,y,e,t,n,f,c,b
p,x,f,y,f,f,f,c,b
p,x,f,g,f,c,f,c,n
e,f,f,e,t,n,f,c,b
p,x,s,g,f,c,f,c,n
p,x,f,w,f,c,f,c,n
p,x,f,g,f,f,f,c,b
e,f,y,g,t,n,f,c,b
e,f,f,e,t,n,f,c,b
p,f,f,y,f,f,f,c,b
e,f,f,e,t,n,f,c,b
e,f,y,e,t,n,f,c,b
e,f,f,g,t,n,f,c,b
e,f,y,e,t,n,f,c,b
e,f,f,g,t,n,f,c,b
e,f,y,n,t,n,f,c,b
e,f,y,e,t,n,f,c,b
e,f,y,n,t,n,f,c,b
e,f,f,e,t,n,f,c,b
e,f,y,e,t,n,f,c,b
e,f,f,g,t,n,f,c,b
e,x,f,g,t,n,f,c,b
e,f,y,n,t,n,f,c,b
e,f,y,n,t,n,f,c,b
e,x,f,e,t,n,f,c,b
e,f,f,n,t,n,f,c,b
p,x,f,g,f,f,f,c,b
e,f,y,e,t,n,f,c,b
e,x,y,g,t,n,f,c,b
e,f,y,n,t,n,f,c,b
e,f,y,n,t,n,f,c,b
e,f,y,g,t,n,f,c,b
p,x,f,g,f,f,f,c,b
e,f,f,e,t,n,f,c,b
p,f,f,g,f,f,f,c,b
e,f,y,g,t,n,f,c,b
e,f,y,g,t,n,f,c,b
e,f,f,g,t,n,f,c,b
p,f,f,y,f,f,f,c,b
e,x,y,n,t,n,f,c,b
e,f,y,g,t,n,f,c,b
p,f,f,g,f,f,f,c,b
e,f,y,n,t,n,f,c,b
p,x,f,g,f,c,f,w,n
e,f,y,e,t,n,f,c,b
p,x,s,w,f,c,f,w,n
e,f,y,n,t,n,f,c,b
p,x,s,w,f,c,f,c,n
e,f,y,e,t,n,f,c,b
e,f,f,g,t,n,f,c,b
e,f,f,e,t,n,f,c,b
e,f,y,e,t,n,f,c,b
p,x,s,g,f,c,f,c,n
e,f,y,e,t,n,f,c,b
e,f,y,e,t,n,f,c,b
p,x,f,p,f,c,f,w,n
e,f,f,e,t,n,f,c,b
p,x,s,p,f,c,f,c,n
e,f,f,e,t,n,f,c,b
p,f,f,g,f,f,f,c,b
e,f,y,g,t,n,f,c,b
p,x,f,g,f,f,f,c,b
e,f,y,n,t,n,f,c,b
e,f,y,e,t,n,f,c,b
e,f,y,n,t,n,f,c,b
p,x,s,p,f,c,f,w,n
p,x,y,g,f,f,f,c,b
e,f,f,e,t,n,f,c,b
e,f,f,g,t,n,f,c,b
e,f,y,g,t,n,f,c,b
e,f,y,e,t,n,f,c,b
e,f,y,e,t,n,f,c,b
e,x,f,g,t,n,f,c,b
p,x,f,g,f,f,f,c,b
e,x,y,n,t,n,f,c,b
e,f,y,e,t,n,f,c,b
e,f,f,e,t,n,f,c,b
p,x,f,w,f,c,f,c,n
e,f,y,e,t,n,f,c,b
e,f,y,g,t,n,f,c,b
p,x,f,g,f,f,f,c,b
e,f,y,g,t,n,f,c,b
p,x,s,w,f,c,f,w,n
e,f,f,e,t,n,f,c,b
p,x,s,w,f,c,f,c,n
p,x,f,g,f,f,f,c,b
p,x,f,g,f,f,f,c,b
e,f,y,g,t,n,f,c,b
e,f,y,g,t,n,f,c,b
e,f,y,e,t,n,f,c,b
e,f,y,e,t,n,f,c,b
p,x,f,g,f,f,f,c,b
e,f,f,e,t,n,f,c,b
e,f,f,e,t,n,f,c,b
p,x,y,g,f,f,f,c,b
e,f,f,e,t,n,f,c,b
p,x,f,g,f,c,f,w,n
e,f,y,g,t,n,f,c,b
e,f,y,e,t,n,f,c,b
e,f,y,e,t,n,f,c,b
e,f,y,g,t,n,f,c,b
e,x,f,e,t,n,f,c,b
e,f,y,g,t,n,f,c,b
p,x,s,p,f,c,f,c,n
e,f,y,n,t,n,f,c,b
p,x,f,g,f,f,f,c,b
e,f,y,e,t,n,f,c,b
e,f,y,g,t,n,f,c,b
e,f,f,e,t,n,f,c,b
p,x,s,w,f,c,f,w,n
p,x,f,w,f,c,f,w,n
e,x,y,n,t,n,f,c,b
e,f,f,e,t,n,f,c,b
e,f,y,e,t,n,f,c,b
e,x,y,g,t,n,f,c,b
p,x,f,g,f,f,f,c,b
p,x,f,w,f,c,f,w,n
e,f,y,n,t,n,f,c,b
e,f,f,e,t,n,f,c,b
p,x,f,w,f,c,f,w,n
p,x,s,g,f,c,f,w,n
e,x,y,e,t,n,f,c,b
p,x,f,g,f,f,f,c,b
